label,n_rows,est,ci_lb,ci_ub
index_ai_specificity,22,0.9107168450914577,0.8888788548254513,0.9286078388240838
amstar_low_ai_specificity,40,0.9068145787792256,0.8937728980022172,0.918401290357248
