label,n_rows,est,ci_lb,ci_ub
index_ai_sensitivity,32,0.8885306607864178,0.8657533102580255,0.90785474836275
amstar_low_ai_sensitivity,40,0.8955672229816873,0.8767120647483624,0.9118287574215349
